Name,Type,Level,Race,Attribute,ATK,DEF,Collected
Ally of Justice Light Gazer,Synchro Monster,8,Machine,DARK,2400,1600,FALSE
Odd-Eyes Saber Dragon,Effect Monster,7,Dragon,LIGHT,2800,2000,TRUE
Offerings to the Doomed,Spell Card,,Quick-Play,,,,FALSE
Offerings to the Doomed,Spell Card,,Quick-Play,,,,TRUE
Trap Jammer,Trap Card,,Counter,,,,FALSE
Rise to Full Height,Trap Card,,Normal,,,,TRUE
El Shaddoll Anoyatyllis,Fusion Monster,9,Fiend,WATER,2700,2000,FALSE
Heraldic Beast Twin-Headed Eagle,Effect Monster,4,Winged Beast,WIND,1200,1400,TRUE
Talisman of Trap Sealing,Spell Card,,Continuous,,,,FALSE
Dharc the Dark Charmer,Flip Effect Monster,3,Spellcaster,DARK,500,1500,TRUE
Hysteric Sign,Spell Card,,Continuous,,,,FALSE
Gem-Knight Lady Brilliant Diamond,Fusion Monster,10,Rock,EARTH,3400,2000,TRUE
Dark Hunter,Effect Monster,4,Fiend,DARK,1600,400,FALSE
Molten Destruction,Spell Card,,Field,,,,TRUE
Feather Shot,Spell Card,,Normal,,,,FALSE
Kotodama,Effect Monster,3,Fairy,EARTH,0,1600,TRUE
Fabled Krus,Effect Monster,2,Fiend,LIGHT,1000,800,FALSE
Batteryman Industrial Strength,Effect Monster,8,Thunder,LIGHT,2600,0,TRUE
Serpent Suppression,Trap Card,,Continuous,,,,FALSE
Blackwing - Decay the Ill Wind,Tuner Monster,4,Winged Beast,DARK,1000,1000,TRUE
Mandragon,Pendulum Normal Monster,5,Plant,EARTH,2500,1000,FALSE
Silent Paladin,Effect Monster,4,Fairy,LIGHT,500,1500,TRUE
Nettles,Tuner Monster,2,Plant,EARTH,1200,400,FALSE
Moon Mirror Shield,Spell Card,,Equip,,,,TRUE
Ookazi,Spell Card,,Normal,,,,FALSE
Axe of Fools,Spell Card,,Equip,,,,TRUE
Neo Space Pathfinder,Effect Monster,4,Warrior,LIGHT,1800,800,FALSE
Abyss-scale of Cetus,Spell Card,,Equip,,,,TRUE
Naturia Ladybug,Effect Monster,1,Insect,EARTH,100,100,FALSE
Disc Fighter,Effect Monster,4,Warrior,EARTH,1000,1000,TRUE
Heavy Storm,Spell Card,,Normal,,,,FALSE
Fleur Synchron,Tuner Monster,2,Machine,LIGHT,400,200,TRUE
Koa'ki Meiru Powerhand,Effect Monster,4,Machine,EARTH,2100,1600,FALSE
Battle Fader,Effect Monster,1,Fiend,DARK,0,0,TRUE
Gogogo Gigas,Effect Monster,4,Rock,EARTH,0,2200,FALSE
Noble Knight Gawayn,Effect Monster,4,Warrior,LIGHT,1900,500,TRUE
Fairy Knight Ingunar,XYZ Monster,6,Plant,EARTH,2200,3000,FALSE
Dododo Bot,Effect Monster,4,Machine,EARTH,1800,1900,TRUE
Batteryman C,Effect Monster,2,Thunder,LIGHT,0,0,FALSE
Gatekeeper,Normal Monster,5,Machine,DARK,1500,1800,TRUE
Barrier Statue of the Drought,Effect Monster,4,Rock,EARTH,1000,1000,FALSE
Red-Eyes Black Dragon Sword,Fusion Monster,7,Dragon,DARK,2400,2000,TRUE
"Gwenhwyfar, Queen of Noble Arms",Effect Monster,2,Spellcaster,LIGHT,300,300,FALSE
An Unfortunate Report,Trap Card,,Normal,,,,TRUE
U.A. Stadium,Spell Card,,Field,,,,FALSE
Return of the Doomed,Spell Card,,Normal,,,,TRUE
Power Filter,Spell Card,,Continuous,,,,FALSE
Infernal Flame Emperor,Effect Monster,9,Pyro,FIRE,2700,1600,TRUE
March of the Monarchs,Spell Card,,Continuous,,,,FALSE
Ultimate Insect LV7,Effect Monster,7,Insect,WIND,2600,1200,TRUE
Geargiagear Gigant XG,XYZ Monster,3,Machine,EARTH,2500,1300,FALSE
First Step Towards Infestation,Spell Card,,Quick-Play,,,,TRUE
Gishki Mollusk,Effect Monster,4,Aqua,WATER,1700,900,FALSE
Iron Chain Dragon,Synchro Monster,6,Dragon,EARTH,2500,1300,TRUE
Diamond-Dust Cyclone,Spell Card,,Quick-Play,,,,FALSE
Cloudian - Nimbusman,Effect Monster,5,Fairy,WATER,1000,1000,TRUE
Gimmick Puppet Egg Head,Effect Monster,4,Machine,EARTH,1600,1200,FALSE
The Traveler and the Burning Abyss,Trap Card,,Normal,,,,TRUE
Graydle Slime,Tuner Monster,5,Aqua,WATER,0,2000,FALSE
Inherited Fortune,Trap Card,,Normal,,,,TRUE
Hard Armor,Normal Monster,3,Warrior,EARTH,300,1200,FALSE
The Flute of Summoning Kuriboh,Spell Card,,Quick-Play,,,,TRUE
Non-Spellcasting Area,Spell Card,,Continuous,,,,FALSE
Amaterasu,Spirit Monster,9,Fairy,LIGHT,3000,3000,TRUE
Breath of Light,Spell Card,,Normal,,,,FALSE
Genex Ally Changer,Effect Monster,3,Machine,DARK,1200,1800,TRUE
Anti-Magic Prism,Trap Card,,Normal,,,,FALSE
Overwhelm,Trap Card,,Counter,,,,TRUE
Chronomaly Cabrera Trebuchet,Effect Monster,4,Rock,EARTH,0,1800,FALSE
Naturia Bamboo Shoot,Effect Monster,5,Plant,EARTH,2000,2000,TRUE
Fairy of the Spring,Spell Card,,Normal,,,,FALSE
White Night Queen,Effect Monster,7,Fairy,LIGHT,2100,800,TRUE
Regulus,Effect Monster,4,Beast,LIGHT,1700,1000,FALSE
Ceremonial Bell,Effect Monster,3,Spellcaster,LIGHT,0,1850,TRUE
Thunder Short,Spell Card,,Normal,,,,FALSE
Divine Dragon Apocralyph,Effect Monster,4,Dragon,DARK,1000,1500,TRUE
Armored Zombie,Normal Monster,3,Zombie,DARK,1500,0,FALSE
Performapal Momoncarpet,Pendulum Flip Effect Monster,3,Beast,EARTH,1000,100,TRUE
Artifact Scythe,Effect Monster,5,Fairy,LIGHT,2200,900,FALSE
Fairy Dragon,Normal Monster,4,Dragon,WIND,1100,1200,TRUE
Galactic Charity,Spell Card,,Normal,,,,FALSE
Hypnocorn,Effect Monster,4,Beast,DARK,1400,600,TRUE
Shark Cruiser,Effect Monster,5,Fish,WATER,1800,2200,FALSE
El Shaddoll Construct,Fusion Monster,8,Fairy,LIGHT,2800,2500,TRUE
Mecha Phantom Beast Harrliard,Effect Monster,4,Machine,WIND,1800,800,FALSE
Laval Stennon,Synchro Monster,7,Pyro,FIRE,2700,1800,TRUE
"Begone, Knave!",Trap Card,,Continuous,,,,FALSE
Lava Battleguard,Effect Monster,5,Warrior,EARTH,1550,1800,TRUE
Performapal Sleight Hand Magician,Effect Monster,7,Spellcaster,LIGHT,2500,2000,FALSE
Timegazer Magician,Pendulum Effect Monster,3,Spellcaster,DARK,1200,600,TRUE
Re-qliate,Trap Card,,Continuous,,,,FALSE
Ring of Magnetism,Spell Card,,Equip,,,,TRUE
King Pyron,Gemini Monster,5,Pyro,FIRE,1500,500,FALSE
Qlife's End,Trap Card,,Normal,,,,TRUE
Hanewata,Tuner Monster,1,Fairy,LIGHT,200,300,FALSE
Iron Core Armor,Spell Card,,Equip,,,,TRUE
Armed Sea Hunter,Effect Monster,4,Sea Serpent,WATER,1800,400,FALSE
Trident Warrior,Effect Monster,4,Warrior,LIGHT,1800,1200,TRUE
Painful Escape,Trap Card,,Normal,,,,FALSE
Dark Mirror Force,Trap Card,,Normal,,,,TRUE
Super-Electromagnetic Voltech Dragon,Effect Monster,5,Thunder,LIGHT,2400,1000,FALSE
Key Mace 2,Normal Monster,4,Fiend,DARK,1050,1200,TRUE
Botanical Lion,Effect Monster,4,Plant,EARTH,1600,2000,FALSE
Sylvan Princessprout,Effect Monster,1,Plant,LIGHT,100,100,TRUE
Exploder Dragon,Effect Monster,3,Dragon,EARTH,1000,0,FALSE
Stardust Re-Spark,Trap Card,,Normal,,,,TRUE
Peacock,Normal Monster,5,Winged Beast,WIND,1700,1500,FALSE
Spellstone Sorcerer Karood,Effect Monster,3,Spellcaster,LIGHT,800,1900,TRUE
Dragon's Rebirth,Trap Card,,Normal,,,,FALSE
Spatial Collapse,Trap Card,,Continuous,,,,TRUE
Substitoad,Effect Monster,1,Aqua,WATER,100,2000,FALSE
Morphtronic Rusty Engine,Spell Card,,Equip,,,,TRUE
Pilgrim of the Ice Barrier,Effect Monster,4,Warrior,WATER,1500,1000,FALSE
Icy Crevasse,Trap Card,,Normal,,,,TRUE
Elemental HERO Sparkman,Normal Monster,4,Warrior,LIGHT,1600,1400,FALSE
Elemental HERO Sparkman,Normal Monster,4,Warrior,LIGHT,1600,1400,TRUE
Disarmament,Trap Card,,Normal,,,,FALSE
Berry Magician Girl,Effect Monster,1,Spellcaster,EARTH,400,400,TRUE
"Graff, Malebranche of the Burning Abyss",Effect Monster,3,Fiend,DARK,1000,1500,FALSE
Mask of Dispel,Spell Card,,Continuous,,,,TRUE
"Zefraxa, Flame Beast of the Nekroz",Pendulum Effect Monster,5,Dragon,FIRE,2000,1000,FALSE
Rock Bombardment,Trap Card,,Normal,,,,TRUE
Tricular,Effect Monster,3,Machine,EARTH,300,300,FALSE
Spirit Converter,Spell Card,,Continuous,,,,TRUE
Spellbook Library of the Heliosphere,Spell Card,,Normal,,,,FALSE
Lizard Soldier,Normal Monster,3,Dragon,WIND,1100,800,TRUE
Shark Stickers,Effect Monster,3,Fish,WATER,200,1000,FALSE
Ice Water,Normal Monster,3,Aqua,WATER,1150,900,TRUE
Kozmo Forerunner,Effect Monster,7,Machine,LIGHT,2800,1400,FALSE
Evoltile Pleuro,Effect Monster,1,Reptile,FIRE,200,200,TRUE
Dark Scorpion Combination,Trap Card,,Normal,,,,FALSE
Blue Medicine,Spell Card,,Normal,,,,TRUE
Scrum Force,Trap Card,,Continuous,,,,FALSE
Quickdraw Synchron,Tuner Monster,5,Machine,WIND,700,1400,TRUE
Shadowslayer,Effect Monster,4,Fiend,DARK,1400,200,FALSE
Voltanis the Adjudicator,Effect Monster,8,Fairy,LIGHT,2800,1400,TRUE
Krystal Avatar,Trap Card,,Continuous,,,,FALSE
Double-Edged Sword Technique,Trap Card,,Normal,,,,TRUE
Hayabusa Knight,Effect Monster,3,Warrior,EARTH,1000,700,FALSE
Abyss Dweller,XYZ Monster,4,Sea Serpent,WATER,1700,1400,TRUE
Blast Magician,Effect Monster,4,Spellcaster,FIRE,1400,1700,FALSE
Acorno,Effect Monster,1,Plant,EARTH,200,400,TRUE
Altar for Tribute,Trap Card,,Normal,,,,FALSE
Herald of Green Light,Effect Monster,2,Fairy,LIGHT,300,500,TRUE
Chaos Form,Spell Card,,Ritual,,,,FALSE
Spy-C-Spy,Effect Monster,3,Warrior,FIRE,1200,1300,TRUE
Nekroz of Sophia,Ritual Effect Monster,11,Spellcaster,LIGHT,3600,3400,FALSE
Supreme Arcanite Magician,Fusion Monster,10,Spellcaster,LIGHT,1400,2800,TRUE
Red Nova,Tuner Monster,1,Fairy,FIRE,0,0,FALSE
Mask Change,Spell Card,,Quick-Play,,,,TRUE
Goggle Golem,Gemini Monster,4,Rock,EARTH,1500,500,FALSE
Majestic Dragon,Tuner Monster,1,Dragon,LIGHT,0,0,TRUE
St. Joan,Fusion Monster,7,Fairy,LIGHT,2800,2000,FALSE
Reptilianne Spawn,Spell Card,,Normal,,,,TRUE
Reptilianne Token,Token,,Reptile,,,,FALSE
The Wicked Avatar,Effect Monster,10,Fiend,DARK,0,0,TRUE
Destruction Ring,Trap Card,,Normal,,,,FALSE
"Artorigus, King of the Noble Knights",XYZ Monster,4,Warrior,LIGHT,2000,2000,TRUE
Type Zero Magic Crusher,Trap Card,,Continuous,,,,FALSE
Bone Mouse,Normal Monster,1,Zombie,DARK,400,300,TRUE
Dragunity Knight - Vajrayana,Synchro Monster,6,Dragon,WIND,1900,1200,FALSE
Odd-Eyes Persona Dragon,Pendulum Effect Monster,5,Dragon,DARK,1200,2400,TRUE
Pale Beast,Normal Monster,4,Beast,EARTH,1500,1200,FALSE
Unibird,Effect Monster,2,Winged Beast,WIND,100,600,TRUE
Toon Dark Magician,Toon Monster,7,Spellcaster,DARK,2500,2100,FALSE
Hysteric Fairy,Effect Monster,4,Fairy,LIGHT,1800,500,TRUE
Acid Rain,Spell Card,,Normal,,,,FALSE
Boar Soldier,Effect Monster,4,Beast-Warrior,EARTH,2000,500,TRUE
Rainbow Flower,Effect Monster,2,Plant,EARTH,400,500,FALSE
Horn of the Phantom Beast,Trap Card,,Normal,,,,TRUE
Beast Striker,Effect Monster,4,Beast,EARTH,1850,400,FALSE
Familiar-Possessed - Dharc,Effect Monster,4,Spellcaster,DARK,1850,1500,TRUE
Prominence Hand,Effect Monster,4,Pyro,FIRE,600,2000,FALSE
Dark Elf,Effect Monster,4,Spellcaster,DARK,2000,800,TRUE
Tri-Blaze Accelerator,Spell Card,,Continuous,,,,FALSE
Dragocytos Corrupted Nethersoul Dragon,Synchro Monster,10,Dragon,DARK,4000,2000,TRUE
Aroma Jar,Flip Effect Monster,1,Rock,WIND,500,400,FALSE
Psychic Commander,Tuner Monster,3,Psychic,EARTH,1400,800,TRUE
Blasting the Ruins,Trap Card,,Normal,,,,FALSE
Radiant Mirror Force,Trap Card,,Normal,,,,TRUE
Psychic Rejuvenation,Trap Card,,Normal,,,,FALSE
"Zefraxi, Treasure of the Yang Zing",Pendulum Effect Monster,3,Wyrm,EARTH,1500,0,TRUE
Evigishki Tetrogre,Ritual Effect Monster,6,Aqua,WATER,2600,2100,FALSE
"Cairngorgon, Antiluminescent Knight",XYZ Monster,4,Rock,DARK,2450,1950,TRUE
"Ryko, Lightsworn Hunter",Flip Effect Monster,2,Beast,LIGHT,200,100,FALSE
Fish and Swaps,Spell Card,,Normal,,,,TRUE
Mahunder,Effect Monster,4,Thunder,LIGHT,1400,700,FALSE
Jam Defender,Trap Card,,Continuous,,,,TRUE
"Neptabyss, the Atlantean Prince",Effect Monster,1,Sea Serpent,WATER,800,0,FALSE
Makyura the Destructor,Effect Monster,4,Warrior,DARK,1600,1200,TRUE
A Hero Emerges,Trap Card,,Normal,,,,FALSE
Fairy Box,Trap Card,,Continuous,,,,TRUE
Flamvell Guard,Normal Tuner Monster,1,Dragon,FIRE,100,2000,FALSE
Pain Painter,Tuner Monster,2,Zombie,DARK,400,200,TRUE
Miracle's Wake,Trap Card,,Normal,,,,FALSE
Raidraptor - Readiness,Trap Card,,Normal,,,,TRUE
Emperor Sem,Effect Monster,4,Fiend,LIGHT,1300,2200,FALSE
Crystal Beast Cobalt Eagle,Effect Monster,4,Winged Beast,WIND,1400,800,TRUE
Vengeful Servant,Spell Card,,Equip,,,,FALSE
Gagaga Academy Emergency Network,Spell Card,,Normal,,,,TRUE
Mermail Abyssmander,Effect Monster,4,Fish,WATER,100,2000,FALSE
Mass Hypnosis,Trap Card,,Continuous,,,,TRUE
Jam Breeding Machine,Spell Card,,Continuous,,,,FALSE
Slime Monster Token,Token,,Aqua,,,,TRUE
Flower Cardian Maple with Deer,Effect Monster,10,Warrior,DARK,1000,1000,FALSE
"Gragonith, Lightsworn Dragon",Effect Monster,6,Dragon,LIGHT,2000,1600,TRUE
Inzektor Centipede,Effect Monster,3,Insect,DARK,1600,1200,FALSE
Mega Thunderball,Normal Monster,2,Thunder,WIND,750,600,TRUE
Gagagadraw,Spell Card,,Normal,,,,FALSE
Hidden Spellbook,Trap Card,,Normal,,,,TRUE
Copy Knight,Trap Card,,Continuous,,,,FALSE
Elemental HERO Avian,Normal Monster,3,Warrior,WIND,1000,1000,TRUE
Elemental HERO Avian,Normal Monster,3,Warrior,WIND,1000,1000,FALSE
Synchro Barrier,Trap Card,,Normal,,,,TRUE
Getsu Fuhma,Effect Monster,4,Warrior,DARK,1700,1200,FALSE
Chosen One,Spell Card,,Normal,,,,TRUE
Twin Swords of Flashing Light - Tryce,Spell Card,,Equip,,,,FALSE
Kozaky's Self-Destruct Button,Trap Card,,Normal,,,,TRUE
Heroic Advance,Trap Card,,Normal,,,,FALSE
Evil HERO Lightning Golem,Fusion Monster,6,Fiend,LIGHT,2400,1500,TRUE
Mermail Abyssmegalo,Effect Monster,7,Sea Serpent,WATER,2400,1900,FALSE
Dragon Horn Hunter,Pendulum Normal Monster,6,Warrior,DARK,2300,1000,TRUE
Inzektor Giga-Weevil,Effect Monster,6,Insect,DARK,0,2600,FALSE
Cipher Twin Raptor,Effect Monster,4,Machine,LIGHT,1600,800,TRUE
Steelswarm Moth,Effect Monster,6,Fiend,DARK,2400,0,FALSE
Predaplant Moray Nepenthes,Effect Monster,4,Plant,DARK,1600,1000,TRUE
Hero Signal,Trap Card,,Normal,,,,FALSE
Curtain of the Dark Ones,Normal Monster,2,Spellcaster,DARK,600,500,TRUE
Megamorph,Spell Card,,Equip,,,,FALSE
Battle Break,Trap Card,,Normal,,,,TRUE
Vampire Genesis,Effect Monster,8,Zombie,DARK,3000,2100,FALSE
Elemental HERO The Shining,Fusion Monster,8,Warrior,LIGHT,2600,2100,TRUE
Mermail Abyssturge,Effect Monster,4,Fish,WATER,1700,1100,FALSE
Amazoness Willpower,Trap Card,,Continuous,,,,TRUE
Performapal Spikeagle,Effect Monster,2,Winged Beast,WIND,900,900,FALSE
Masked HERO Divine Wind,Fusion Monster,8,Warrior,WIND,2700,1900,TRUE
Mecha Phantom Beast Dracossack,XYZ Monster,7,Machine,WIND,2600,2200,FALSE
Moray of Greed,Spell Card,,Normal,,,,TRUE
Gravekeeper's Ambusher,Effect Monster,4,Spellcaster,DARK,1700,0,FALSE
Cyclone Blade,Spell Card,,Equip,,,,TRUE
Evil HERO Inferno Wing,Fusion Monster,6,Fiend,FIRE,2100,1200,FALSE
Doctor Cranium,Effect Monster,1,Psychic,EARTH,100,100,TRUE
Aromage Cananga,Effect Monster,3,Plant,EARTH,1400,1000,FALSE
Hypnosister,Effect Monster,4,Psychic,WIND,1300,1400,TRUE
Lightsworn Barrier,Trap Card,,Continuous,,,,FALSE
Chain Whirlwind,Trap Card,,Normal,,,,TRUE
Deskbot 004,Effect Monster,4,Machine,EARTH,500,500,FALSE
Uni-Horned Familiar,Tuner Monster,2,Beast,LIGHT,0,1000,TRUE
Wightmare,Effect Monster,1,Zombie,DARK,300,200,FALSE
Blustering Winds,Spell Card,,Normal,,,,TRUE
Mirror Wall,Trap Card,,Continuous,,,,FALSE
Ally of Justice Unknown Crusher,Effect Monster,3,Machine,DARK,1200,800,TRUE
Aquarian Alessa,Gemini Monster,4,Aqua,WATER,1500,500,FALSE
Garum the Storm Vassal,Effect Monster,3,Winged Beast,WIND,800,1000,TRUE
Aurora Paragon,Effect Monster,4,Fairy,LIGHT,1500,1000,FALSE
Mithra the Thunder Vassal,Effect Monster,2,Thunder,LIGHT,800,1000,TRUE
Vassal Token,Token,,Thunder,,,,FALSE
Fairy Guardian,Effect Monster,3,Fairy,WIND,1000,1000,TRUE
Ultra Evolution Pill,Spell Card,,Normal,,,,FALSE
Mermail Abyssteus,Effect Monster,7,Aqua,WATER,1700,2400,TRUE
Clay Charge,Trap Card,,Normal,,,,FALSE
Multiplication of Ants,Spell Card,,Normal,,,,TRUE
Army Ant Token,Token,,Insect,,,,FALSE
Venom Cobra,Normal Monster,4,Reptile,EARTH,100,2000,TRUE
Mechanical Hound,Effect Monster,7,Machine,EARTH,2800,1500,FALSE
Masked Ninja Ebisu,Effect Monster,4,Warrior,WIND,1200,1800,TRUE
Magic Hand,Effect Monster,4,Spellcaster,DARK,800,1600,FALSE
Sebek's Blessing,Spell Card,,Quick-Play,,,,TRUE
Scrap Lube,Spell Card,,Continuous,,,,FALSE
Nimble Momonga,Effect Monster,2,Beast,EARTH,1000,100,TRUE
Hydrogeddon,Effect Monster,4,Dinosaur,WATER,1600,1000,FALSE
Reload,Spell Card,,Quick-Play,,,,TRUE
Mataza the Zapper,Effect Monster,3,Warrior,DARK,1300,800,FALSE
The Mask of Remnants,Spell Card,,Normal,,,,TRUE
Stellarknight Zefraxciton,Pendulum Effect Monster,4,Fiend,LIGHT,1900,0,FALSE
"Lyla, Lightsworn Sorceress",Effect Monster,4,Spellcaster,LIGHT,1700,200,TRUE
Fake Feather,Trap Card,,Normal,,,,FALSE
"Dinoster Power, the Mighty Dracoslayer",Fusion Monster,8,Dragon,WATER,2000,2950,TRUE
Lightning Chidori,XYZ Monster,4,Thunder,WIND,1900,1600,FALSE
"Isolde, Belle of the Underworld",Effect Monster,4,Zombie,DARK,1000,0,TRUE
Commander Covington,Effect Monster,4,Machine,EARTH,1000,600,FALSE
Umi,Spell Card,,Field,,,,TRUE
Retort,Trap Card,,Counter,,,,FALSE
Karakuri Showdown Castle,Spell Card,,Field,,,,TRUE
Small Piece Golem,Effect Monster,3,Rock,EARTH,1100,0,FALSE
Performapal Call,Trap Card,,Normal,,,,TRUE
B.E.S. Crystal Core,Effect Monster,5,Machine,WATER,2100,1000,FALSE
Archfiend's Oath,Spell Card,,Continuous,,,,TRUE
Deep-Eyes White Dragon,Effect Monster,10,Dragon,LIGHT,0,0,FALSE
Doom Virus Dragon,Fusion Monster,4,Dragon,DARK,1900,1500,TRUE
Earth Armor Ninja,Effect Monster,5,Warrior,EARTH,1600,1200,FALSE
Blackwing - Blizzard the Far North,Tuner Monster,2,Winged Beast,DARK,1300,0,TRUE
Mist Valley Soldier,Tuner Monster,4,Winged Beast,WIND,1700,300,FALSE
Pantheism of the Monarchs,Spell Card,,Normal,,,,TRUE
Sea Lancer,Effect Monster,5,Beast-Warrior,WATER,1300,1000,FALSE
Fiend Sword,Normal Monster,4,Warrior,DARK,1400,800,TRUE
Zeman the Ape King,Synchro Monster,7,Beast,EARTH,2500,1800,FALSE
That Wacky Alchemy!,Trap Card,,Normal,,,,TRUE
Hyena,Effect Monster,3,Beast,EARTH,1000,300,FALSE
Grisaille Prison,Trap Card,,Normal,,,,TRUE
Vampire Takeover,Trap Card,,Normal,,,,FALSE
Green Phantom King,Normal Monster,3,Plant,EARTH,500,1600,TRUE
Breaker the Dark Magical Warrior,Effect Monster,6,Spellcaster,DARK,1600,1000,FALSE
Dimensionhole,Spell Card,,Normal,,,,TRUE
Insect Neglect,Spell Card,,Continuous,,,,FALSE
Onslaught of the Fire Kings,Spell Card,,Normal,,,,TRUE
Behemoth the King of All Animals,Effect Monster,7,Beast,EARTH,2700,1500,FALSE
Resonator Call,Spell Card,,Normal,,,,TRUE
Fire King High Avatar Garunix,Effect Monster,8,Winged Beast,FIRE,2700,1700,FALSE
Megirus Light,Normal Monster,3,Fiend,DARK,900,600,TRUE
Naturia Stag Beetle,Effect Monster,6,Insect,EARTH,2200,1500,FALSE
Erebus the Underworld Monarch,Effect Monster,8,Zombie,DARK,2800,1000,TRUE
Rose Witch,Effect Monster,4,Plant,EARTH,1600,1000,FALSE
X-Saber Pashuul,Tuner Monster,2,Warrior,EARTH,100,0,TRUE
X-Saber Anu Piranha,Normal Monster,4,Warrior,EARTH,1800,1100,FALSE
"Goka, the Pyre of Malice",Effect Monster,6,Zombie,FIRE,2200,1900,TRUE
Fireball Token,Token,,Pyro,,,,FALSE
Element Doom,Effect Monster,4,Fiend,DARK,1500,1200,TRUE
Intrigue Shield,Trap Card,,Normal,,,,FALSE
Amorphous Persona,Spell Card,,Field,,,,TRUE
Ritual Beast Tamer Zefrawendi,Pendulum Effect Monster,3,Psychic,WIND,1500,1000,FALSE
Key Man the Key Warrior,Effect Monster,2,Warrior,EARTH,1000,500,TRUE
Limiter Removal,Spell Card,,Quick-Play,,,,FALSE
Contrast HERO Chaos,Fusion Monster,9,Warrior,DARK,3000,2600,TRUE
Spirit Reaper,Effect Monster,3,Zombie,DARK,300,200,FALSE
Six Strike - Thunder Blast,Trap Card,,Normal,,,,TRUE
Magical Cavalry of Cxulub,Pendulum Effect Monster,4,Dinosaur,EARTH,1500,1800,FALSE
Battlin' Boxer Lead Yoke,XYZ Monster,4,Warrior,FIRE,2200,2000,TRUE
Evolsaur Elias,Effect Monster,6,Dinosaur,FIRE,100,2400,FALSE
Cost Down,Spell Card,,Normal,,,,TRUE
Heavy Mech Support Platform,Union Effect Monster,3,Machine,DARK,500,500,FALSE
Final Gesture,Spell Card,,Normal,,,,TRUE
Wattsquirrel,Effect Monster,3,Thunder,LIGHT,700,100,FALSE
Over Limit,Trap Card,,Normal,,,,TRUE
Karate Man,Effect Monster,3,Warrior,EARTH,1000,1000,FALSE
Igknight Lancer,Effect Monster,7,Warrior,FIRE,2600,1800,TRUE
Flamvell Firedog,Effect Monster,4,Beast,FIRE,1900,200,FALSE
Vehicroid Connection Zone,Spell Card,,Normal,,,,TRUE
Montage Dragon,Effect Monster,8,Dragon,EARTH,0,0,FALSE
Infernal Incinerator,Effect Monster,6,Fiend,FIRE,2800,1800,TRUE
Telepathic Power,Trap Card,,Normal,,,,FALSE
Parallel Selection,Trap Card,,Normal,,,,TRUE
Assault Blackwing - Chidori the Rain Sprinkling,Synchro Monster,7,Winged Beast,DARK,2600,2000,FALSE
Performapal Sellshell Crab,Pendulum Effect Monster,5,Aqua,WATER,500,2500,TRUE
"Ghost Charon, the Underworld Boatman",Tuner Monster,2,Zombie,DARK,500,0,FALSE
Senju of the Thousand Hands,Effect Monster,4,Fairy,LIGHT,1400,1000,TRUE
Tradetoad,Effect Monster,1,Aqua,WATER,100,2000,FALSE
Reborn Zombie,Effect Monster,4,Zombie,DARK,1000,1600,TRUE
Wasteland,Spell Card,,Field,,,,FALSE
Wicked Rebirth,Trap Card,,Continuous,,,,TRUE
Infernoid Devyaty,Effect Monster,9,Fiend,FIRE,2900,2900,FALSE
CXyz Dark Fairy Cheer Girl,XYZ Monster,5,Fairy,DARK,2500,1900,TRUE
Solomon's Lawbook,Trap Card,,Normal,,,,FALSE
Summon Limit,Trap Card,,Continuous,,,,TRUE
Stronghold Guardian,Effect Monster,4,Warrior,EARTH,0,1500,FALSE
Gazer Shark,Effect Monster,5,Fish,WATER,1000,1900,TRUE
Dimension Fusion,Spell Card,,Normal,,,,FALSE
Phoenixian Cluster Amaryllis,Effect Monster,8,Plant,FIRE,2200,0,TRUE
Noble Arms - Caliburn,Spell Card,,Equip,,,,FALSE
Quillbolt Hedgehog,Effect Monster,2,Machine,EARTH,800,800,TRUE
Rank-Up-Magic Soul Shave Force,Spell Card,,Normal,,,,FALSE
A Wild Monster Appears!,Spell Card,,Normal,,,,TRUE
Raidraptor - Satellite Cannon Falcon,XYZ Monster,8,Winged Beast,DARK,3000,2000,FALSE
Insect Barrier,Spell Card,,Continuous,,,,TRUE
Statue of Anguish Pattern,Trap Card,,Continuous,,,,FALSE
Jerry Beans Man,Normal Monster,3,Plant,EARTH,1750,0,TRUE
Raging Cloudian,Trap Card,,Normal,,,,FALSE
Sea King Dragon,Normal Monster,6,Sea Serpent,WATER,2000,1700,TRUE
Madolchepalooza,Trap Card,,Normal,,,,FALSE
Mobius the Mega Monarch,Effect Monster,8,Aqua,WATER,2800,1000,TRUE
Colossal Fighter,Synchro Monster,8,Warrior,DARK,2800,1000,FALSE
Primal Seed,Spell Card,,Normal,,,,TRUE
Yosenju Kodam,Effect Monster,1,Beast-Warrior,WIND,0,0,FALSE
Allure Queen LV5,Effect Monster,5,Spellcaster,DARK,1000,1000,TRUE
Strong Wind Dragon,Effect Monster,6,Dragon,WIND,2400,1000,FALSE
7 Colored Fish,Normal Monster,4,Fish,WATER,1800,800,TRUE
Hazy Flame Basiltrice,XYZ Monster,6,Pyro,FIRE,2500,1800,FALSE
Machina Sniper,Effect Monster,4,Machine,EARTH,1800,800,TRUE
Abyss Script - Opening Ceremony,Spell Card,,Normal,,,,FALSE
Nitro Unit,Spell Card,,Equip,,,,TRUE
Arcana Force XXI - The World,Effect Monster,8,Fairy,LIGHT,3100,3100,FALSE
Odd-Eyes Gravity Dragon,Ritual Effect Monster,7,Dragon,EARTH,2800,2500,TRUE
Bujingi Fox,Effect Monster,4,Beast,LIGHT,200,2100,FALSE
